#OTU ID	SbDust1S14Nimrod50	SbDust2S31Nimrod67	SbSlp1SNW49Nimrod85	SbSlp2SNW50Nimrod86	SbSlp3SNW51Nimrod87	SbSlp4SNW52Nimrod88	SbSlp5SNW53Nimrod89	SbSlp6SNW54Nimrod90	SbSoil1SA10Osnat73	SbSoil2SA11Osnat74	SbSoil3SA12Osnat75	SbWad1SNW55Nimrod91	SbWad2SNW56Nimrod92	SbWad3SNW57Nimrod93	SbWad4SNW58Nimrod94	SbWad5SNW59Nimrod95	SbWad6SNW60Nimrod96	UvDust1S32Nimrod68	UvDust2S33Nimrod69	UvSlp1CS17Nimrod53	UvSlp1DS16Nimrod52	UvSlp1GS70Osnat26	UvSlp2CS21Nimrod57	UvSlp2DS20Nimrod56	UvSlp2GS71Osnat27	UvSlp3CS25Nimrod61	UvSlp3DS24Nimrod60	UvSlp3GS72Osnat28	UvSlp4GS73Osnat29	UvSlp5GS74Osnat30	UvSlp6GS75Osnat31	UvWaD1CS19Nimrod55	UvWad1DS18Nimrod54	UvWad1GS76Osnat32	UvWad2CS23Nimrod59	UvWad2DS22Nimrod58	UvWad2GS77Osnat33	UvWad3CS27Nimrod63	UvWad3DS26Nimrod62	UvWad3GS78Osnat34	UvWad4GS79Osnat35	UvWad5GS80Osnat36	UvWad6GS81Osnat37
OTU830	1	0	0	0	1	3	4	7	10	10	7	4	1	6	0	2	0	0	1	0	1	13	0	0	3	0	1	9	2	26	0	3	0	2	0	3	10	1	1	1	9	0	3
OTU225	1	1	21	10	28	174	109	85	78	62	63	268	110	1134	3	1692	228	1	0	0	0	9	0	1	2	1	0	4	11	6	1	12	1	18	1	1	11	1	0	12	6	3	0
OTU954	1	0	0	0	0	0	0	0	5	9	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU128	2	0	0	0	0	0	1	0	4	5	1	0	0	0	2	0	1	0	0	1	0	13	1	0	10	0	0	22	5	9	9	0	1	353	1	0	17	0	0	0	15	5	6
OTU556	3	0	0	5	2	22	1	15	291	280	185	10	3	6	0	21	3	0	0	0	0	16	0	0	9	0	0	6	9	6	4	0	1	7	2	1	20	1	1	1	9	8	4
OTU887	1	0	0	2	4	2	1	2	18	27	20	1	2	2	2	4	0	1	2	1	3	28	1	0	32	1	0	46	34	29	30	0	2	44	1	1	31	0	0	19	32	19	22
OTU1306	1	0	0	0	0	0	0	0	48	22	21	0	1	0	0	0	0	0	0	0	0	10	1	0	20	0	0	30	31	17	17	0	0	29	0	0	19	0	0	15	17	16	16
OTU718	1	29	0	4	1	0	3	5	33	29	16	1	5	12	0	0	0	0	2	0	0	15	0	0	10	0	0	15	5	13	3	1	0	4	0	1	18	0	0	3	4	11	7
OTU922	2	0	3	0	6	3	5	0	9	8	12	0	2	2	0	2	3	0	0	0	0	1	0	0	0	0	0	6	1	8	3	0	0	9	0	0	1	0	0	0	0	1	1
OTU119	1	1	4	4	1551	0	77	110	3	0	1	2	2	0	2	0	0	0	0	1	1	22	0	0	5	1	0	6	7	2	2	0	2	5	3	2	9	0	0	56	9	5	3
OTU1072	2	1	0	0	3	0	0	1	0	0	0	2	0	0	0	1	0	0	3	0	0	3	0	1	97	0	1	0	1	2	1	1	0	96	0	2	1	0	0	0	6	0	1
OTU59	3	0	2	0	1	1	5	6	4	4	1	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	1	1	27	1	28	0	1	33	0	4	106	0	0	371	320	85	151
OTU1017	2	0	0	0	0	0	0	0	1	3	2	4	0	1	0	0	0	0	0	0	0	4	0	0	2	2	0	2	0	0	0	2	1	1	0	0	20	0	0	0	2	1	2
OTU437	3	19	8	4	8	0	0	6	2	4	4	0	25	12	11	13	5	4	69	7	4	26	5	9	17	10	6	13	40	18	35	3	7	70	18	31	17	7	1	0	1	15	20
OTU868	2	0	0	0	0	0	0	0	28	48	22	0	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0	3	7	1	0	0	0	7	0	2	2	1	0	0	1	1	0
OTU86	5	10	10	22	7	1	22	12	194	180	62	11	29	31	1	0	6	0	2	0	0	17	0	0	8	0	0	12	46	9	15	1	0	32	12	1	22	9	0	1	13	6	8
OTU696	2	1	0	2	1	0	0	5	36	26	6	1	0	1	0	0	2	0	2	1	1	1	2	0	5	1	0	0	1	0	1	0	0	8	0	2	2	1	0	0	3	2	0
OTU216	4	0	12	7	13	79	57	14	80	60	69	25	16	30	3	66	10	2	0	2	3	9	0	0	6	6	2	6	197	121	12	4	1	121	23	8	17	23	0	9	8	5	2
OTU135	6	2	4	2	1	0	0	1	381	344	149	2	12	16	2	6	4	2	0	4	0	15	0	0	30	3	0	33	17	8	18	2	2	27	7	21	21	3	2	4	14	4	10
OTU1013	3	1	0	3	2	2	2	5	135	157	139	6	1	3	1	0	6	0	1	1	0	2	0	0	1	1	0	2	3	3	1	0	0	7	2	5	8	1	1	0	1	2	0
OTU1052	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	7	0	0	2	0	0	3	12	0	0	1	0	13	0	0	3	0	0	0	4	5	0
OTU454	1	4	0	1	0	0	0	2	12	19	8	0	8	5	0	2	0	1	0	0	1	15	0	0	6	0	0	23	3	9	0	2	0	9	0	1	16	0	0	0	13	2	7
OTU138	4	21	1	2	1	3	0	2	1	5	3	0	1	2	1	0	3	1	0	2	2	11	0	2	12	0	2	40	11	3	15	0	0	302	0	2	11	1	0	1	7	5	6
OTU1230	1	0	0	0	0	1	0	0	10	32	13	0	1	1	0	0	1	0	0	0	0	22	0	0	8	0	1	3	4	10	3	0	0	11	0	1	20	4	0	0	8	2	5
OTU460	1	1	0	0	0	0	0	1	9	8	3	0	0	0	0	0	1	0	0	1	0	17	2	0	4	0	0	14	11	5	0	1	0	4	1	0	7	1	0	4	5	3	2
OTU1277	2	0	11	48	20	3	7	15	6	9	4	9	11	6	0	17	6	0	0	0	0	2	0	0	6	0	0	4	4	1	2	0	0	0	0	0	8	0	1	12	4	1	1
OTU234	1	0	0	1	4	0	0	0	51	42	11	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	3	1	7	1	0	0	8	0	0	1	0	0	0	1	1	6
OTU545	1	1	19	1	20	242	221	24	111	105	157	16	49	190	3	530	74	0	0	0	2	25	0	0	2	1	1	4	57	127	3	1	0	66	21	18	34	3	0	0	4	2	1
OTU1008	1	0	0	0	1	0	1	1	2	9	9	1	1	1	0	0	3	2	1	0	0	29	0	0	13	0	0	24	5	11	12	0	2	0	2	1	18	0	1	1	9	1	14
OTU679	1	0	0	1	2	23	0	4	31	45	86	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	2	2	0	6	1	0	0	0	0	0	0
OTU190	1	0	0	0	33	16	1	3	119	125	181	2	0	0	0	12	1	0	0	0	0	11	0	0	2	0	0	5	48	1	0	0	0	5	0	15	63	0	1	1	4	1	0
OTU218	14	0	16	6	10	37	24	26	377	383	313	68	18	811	6	148	31	3	4	0	1	394	5	1	141	2	0	21	264	20	56	30	0	121	30	35	76	10	2	48	52	19	24
OTU53	1	0	1	0	0	0	0	2	298	423	185	6	3	4	0	2	2	0	0	0	3	161	0	0	71	3	0	326	9	145	236	1	1	162	35	50	78	1	0	2	44	84	96
OTU716	3	0	20	72	2	12	7	1	244	220	200	49	51	101	0	6	32	1	2	0	0	10	0	0	2	0	0	0	33	8	3	22	1	9	4	6	7	2	0	0	1	2	5
OTU1333	1	0	1	0	6	1	0	1	0	2	2	2	2	0	1	0	0	0	1	0	0	3	0	0	35	0	0	3	0	1	35	0	1	4	0	2	22	2	0	0	1	9	0
OTU134	1	1	2	3	2	3	11	4	46	71	88	9	4	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	5	0	3	2	1	2	11	4	4	0	0	4	4	1	9
OTU167	2	0	0	0	2	1	0	2	84	88	50	0	1	0	0	0	1	1	0	1	0	47	7	0	0	35	0	0	3	2	4	86	0	232	128	60	24	113	5	0	6	10	4
OTU228	1	0	1	0	0	0	0	0	3	1	2	0	0	0	1	0	0	1	0	1	0	32	0	0	56	0	1	33	56	17	64	0	0	44	1	1	50	0	1	0	28	12	13
OTU651	3	9	0	0	1	0	0	0	11	15	14	3	0	26	0	0	0	0	0	0	0	8	0	0	2	0	0	5	5	6	0	1	0	59	1	3	14	0	1	0	4	1	5
OTU543	3	0	18	25	0	32	25	8	113	120	83	44	0	2	0	0	2	0	0	0	1	13	0	0	30	0	0	116	2	41	24	0	0	13	0	5	6	4	0	0	6	28	19
OTU636	5	0	1	1	1	7	34	6	37	33	19	6	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	1	3	1	0	0	1	3	0	13	0	0	0	0	0	1
OTU38	1	0	1	2	11	17	9	5	44	66	84	10	0	5	0	2	0	0	0	0	0	4	0	0	12	0	0	131	0	5	69	0	0	4184	2	3	5	0	0	0	58	10	25
OTU782	2	0	2	2	2	21	15	5	42	48	32	5	0	0	0	0	4	0	0	0	0	1	1	0	0	0	1	4	1	1	0	0	1	1	0	5	2	1	0	0	0	0	1
OTU71	2	5	2	2	1	0	1	3	6	4	2	2	0	44	0	2	2	0	0	1	2	135	0	1	205	0	1	43	0	36	73	3	7	42	0	1	24	8	1	0	8	2	6
OTU550	1	1	5	2	0	4	0	30	6	5	2	0	2	14	1	4	5	0	0	0	0	6	0	0	3	0	0	5	2	2	1	2	0	1	1	0	17	2	2	1	3	0	1
OTU262	1	1	1	7	4	5	2	7	33	33	24	1	0	2	2	2	4	1	2	4	0	0	2	1	2	1	5	3	0	2	0	1	2	13	4	3	0	0	1	0	0	0	0
OTU355	1	0	0	0	0	3	0	0	0	2	1	0	0	1	0	0	0	0	3	1	0	2	0	0	39	0	0	6	54	1	10	1	0	40	1	0	58	0	0	1	6	14	1
OTU871	1	0	0	0	3	0	0	0	7	1	28	0	0	5	1	0	0	0	0	0	0	4	0	0	2	0	0	3	27	1	8	0	1	8	0	2	3	0	2	1	0	0	0
OTU769	2	0	0	0	0	0	0	0	3	2	1	0	0	0	3	0	4	2	0	0	2	13	5	0	5	1	0	11	7	4	6	3	2	28	4	0	11	1	0	4	13	3	8
OTU74	3	14	1	1	0	1	0	0	5	2	1	0	1	1	1	1	0	1	9	4	0	14	1	0	39	0	0	35	5	9	51	2	2	953	0	1	54	0	1	1	29	7	9
OTU759	1	0	0	0	3	22	137	5	10	13	24	5	0	0	1	0	1	0	0	0	0	5	0	0	2	0	0	0	2	0	0	0	0	0	2	0	3	0	0	0	0	1	5
OTU1135	3	0	0	0	0	0	0	2	32	42	20	3	2	32	0	0	5	0	0	0	0	2	0	0	4	0	1	2	7	3	2	0	0	12	0	0	15	0	0	0	2	1	4
OTU173	1	0	1	0	0	0	0	0	17	20	3	0	0	0	1	0	1	1	0	0	0	46	0	0	53	3	0	97	0	61	46	1	1	100	0	1	18	0	1	0	4	21	30
OTU1025	1	0	0	0	0	0	0	0	31	28	46	0	1	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	2	5	0	0	1	4	0	1	1	0	0	2	1	0	1
OTU377	1	0	1	1	1	0	0	0	0	1	3	0	1	0	1	1	0	1	0	0	0	5	0	2	22	0	1	27	4	4	29	1	1	0	0	2	7	0	1	1	8	4	2
OTU125	10	1	17	17	4	26	187	38	371	340	179	153	1	0	0	0	1	2	0	1	0	13	0	1	7	1	1	9	4	2	13	0	0	12	25	2	11	18	0	0	0	2	7
OTU671	1	2	0	1	0	1	0	3	6	13	2	2	0	83	2	0	0	0	0	6	0	2	8	0	2	25	1	1	15	1	1	14	0	13	0	1	10	6	0	0	6	1	0
OTU686	1	2	16	10	2	0	12	157	32	10	10	0	1	0	0	0	0	0	0	1	0	36	0	1	6	0	0	14	14	5	3	1	1	9	1	3	15	0	0	5	1	3	2
OTU1321	2	0	0	0	0	2	0	0	1	1	0	2	0	0	1	0	0	0	0	1	0	4	1	0	1	0	0	5	2	0	0	0	0	1	0	0	0	0	0	0	1	4	2
OTU657	1	0	0	0	0	0	1	0	5	5	10	2	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU911	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	8	0	0	3	0	9	19	0	0	79	0	0	6	0	0	0	0	0	1
OTU723	1	0	0	0	0	0	0	0	44	38	15	0	0	4	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	4	0	0	1	1	0	0	3	2	1	0	2	0	1
OTU533	5	0	0	0	0	0	0	0	9	11	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	2	1	0	1	1	0	0	2	0	0	0	15	0	1
OTU361	1	0	0	5	1	2	1	1	23	26	48	1	0	0	0	0	0	2	2	1	0	12	0	0	12	0	0	94	164	26	25	2	0	10	0	0	8	0	0	0	5	13	28
OTU506	2	0	0	0	0	0	0	1	4	5	2	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	2	3	0	0	0	0	5	0	0	4	0	0	2	4	2	1
OTU20	3	1	1151	877	896	591	938	643	235	203	190	1781	2158	888	193	1262	795	0	6	0	1	85	2	2	82	2	1	39	751	54	201	2	3	168	42	18	1188	18	1	3878	2420	875	1201
OTU346	3	1	0	0	0	0	2	1	4	3	4	2	0	0	0	0	0	1	1	3	0	34	0	2	13	1	0	15	9	16	44	0	1	18	0	1	16	3	0	2	12	7	13
OTU958	4	0	0	8	6	3	8	1	14	17	22	5	2	25	0	7	1	2	5	0	0	12	1	0	20	1	0	6	8	4	12	2	1	237	6	2	31	6	0	5	24	13	6
OTU19	2	2	1	3	3	3	2	0	0	3	1	5	2	1	1	1	0	6	23	2	3	412	1	0	1499	3	1	471	63	301	1361	1	0	721	5	3	710	5	0	1	223	210	459
OTU204	1	1	5	0	1	31	2	8	44	36	44	7	0	4	1	0	0	0	2	2	0	1	0	1	1	2	3	3	48	9	1	0	1	8	2	6	2	2	0	0	0	1	1
OTU733	1	1	2	0	0	0	0	0	0	1	2	1	0	0	1	0	0	3	3	0	1	5	0	1	18	1	0	17	84	2	0	1	0	13	0	2	5	0	0	0	13	5	8
OTU708	1	0	0	0	0	0	0	0	24	26	67	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	4	0	0	0	1	0	3	21	1	1	0	2	0	0
OTU72	1	0	1	0	3	1	0	0	6	7	6	2	0	1	0	0	0	0	0	0	0	84	1	0	99	0	0	47	2	63	149	0	0	67	0	0	88	0	0	0	23	37	50
OTU872	3	0	1	0	0	0	0	0	9	2	1	0	0	0	1	0	0	0	0	0	0	4	0	0	2	0	0	2	6	1	0	0	0	0	0	0	4	0	0	1	2	0	0
OTU582	5	0	0	1	1	3	1	2	121	131	137	26	3	2	0	0	0	0	0	0	0	10	0	0	0	1	0	5	33	5	3	7	0	14	1	3	2	0	0	2	3	3	3
OTU385	5	2	9	3	41	21	4	11	26	29	39	7	29	102	2	87	4	0	2	0	2	3	0	0	12	0	0	10	25	83	18	15	0	18	8	3	33	0	0	4	21	2	6
OTU893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	12	0	0	20	0	0	3	2	12	16	1	0	7	0	0	11	0	0	0	2	2	7
OTU235	2	0	55	22	6	49	86	41	48	49	42	201	110	909	0	470	80	0	0	3	0	15	0	0	13	3	0	12	71	12	38	11	0	127	14	3	18	13	0	25	32	2	18
OTU105	1	0	12	1	6	17	11	1	36	39	38	1	1	22	0	86	3	0	1	4	6	2	2	0	1	34	2	4	150	17	100	35	0	64	57	7	21	71	2	0	9	0	3
OTU823	1	0	1	0	0	0	0	0	5	34	53	0	0	4	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	19	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU560	2	1	1	3	0	0	0	0	9	7	6	0	0	0	0	1	2	0	0	0	0	3	2	0	0	1	0	1	0	4	1	0	1	6	1	0	3	0	0	1	1	0	3
OTU357	3	0	1	0	0	0	0	0	14	8	10	0	2	1	0	4	1	0	0	0	0	8	0	1	10	0	0	35	2	11	3	0	0	15	6	0	2	1	0	1	3	7	11
OTU45	3	1	52	81	116	30	25	67	22	18	16	27	114	121	23	73	33	0	1	0	0	16	0	0	28	2	0	36	291	21	112	2	1	90	4	2	872	1	0	1907	1787	535	1004
OTU715	3	0	4	0	1	14	8	10	88	78	72	7	0	5	0	2	0	0	0	0	0	22	0	0	4	1	0	2	32	7	1	2	3	116	129	12	11	37	0	1	20	2	0
OTU1042	3	0	0	0	0	0	0	4	34	12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	0	0	0	0	1	0	1	0	0	0	1	2	1
OTU873	3	5	0	0	0	1	0	0	10	12	4	0	0	0	0	0	0	0	2	2	3	8	0	0	0	1	0	0	0	3	24	1	0	12	1	3	6	0	2	0	2	3	2
OTU1032	3	0	0	0	0	0	0	0	20	17	19	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2
OTU68	1	0	93	38	129	242	160	136	872	898	748	326	8	74	2	30	59	0	1	0	3	33	0	0	15	2	0	15	58	71	23	41	2	82	42	27	26	27	2	1	11	8	11
OTU668	1	0	0	0	0	2	1	2	47	48	46	0	0	0	1	0	0	0	0	0	0	63	0	0	48	0	0	105	64	60	65	0	0	90	0	1	55	1	0	37	32	47	56
OTU1283	1	0	0	0	0	1	1	1	12	22	8	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	13	0	0	8	0	0	1	0	0	12	0	0	0	1	0	1
OTU117	1	0	0	0	5	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	73	2	0	76	0	0	45	254	86	120	0	0	75	3	1	80	0	0	0	58	22	93
OTU933	2	0	0	0	0	0	1	3	23	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU36	1	0	0	0	0	0	0	0	1	3	0	2	0	4	5	0	1	0	2	0	0	373	0	0	977	0	1	341	0	80	323	0	1	23	0	0	53	3	0	0	13	7	12
OTU1139	2	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	3	3	0	1	0	0	12	0	0	2	0	0	0	6	0	2
OTU261	1	0	9	3	1	7	8	593	2	4	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	4	0	1	0	0	5	0	0	5	0	0	17	0	1	5
OTU226	1	2	11	4	8	6	4	5	11	21	21	5	2	25	3	14	1	0	1	0	0	6	1	2	2	0	0	8	10	112	0	1	0	5	12	6	13	4	0	17	10	8	6
OTU906	1	0	27	2	1	2	0	0	2	1	4	0	0	0	0	0	7	0	0	0	0	0	1	1	16	0	1	6	0	28	0	20	1	0	2	0	10	0	0	0	0	0	1
OTU848	1	0	0	0	1	3	4	2	32	35	22	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	5	0	3	0	0	1	3	3	1	0	0	0	0	2	0	1
OTU456	1	0	0	0	0	4	0	1	159	138	72	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	14	4	10	0	13	1	0	3	0	0	0	1	1	0
OTU813	1	0	0	0	0	0	0	1	1	4	15	0	0	1	0	2	0	1	0	0	0	27	0	4	16	1	0	24	7	10	3	0	1	54	0	0	14	0	1	2	32	5	6
OTU478	2	1	8	19	67	8	18	23	15	15	18	54	60	34	1	0	1	0	0	0	0	4	0	0	1	0	0	2	1	3	2	1	0	10	5	4	3	0	0	3	3	1	3
OTU446	1	0	0	1	0	1	0	0	70	55	54	1	0	0	0	0	1	1	0	1	0	49	1	0	51	0	0	117	88	72	72	0	0	107	0	1	59	1	0	31	46	56	65
OTU330	1	0	0	0	0	0	0	2	6	5	3	0	1	0	0	0	0	0	0	0	0	9	0	0	3	0	1	4	6	1	1	0	0	35	0	126	8	0	0	15	8	3	2
OTU781	1	0	1	2	1	0	0	0	21	4	13	1	0	0	0	1	0	0	1	0	0	2	1	0	1	0	0	4	0	4	2	0	0	5	1	1	37	0	0	0	8	4	2
OTU685	2	2	0	0	2	0	3	0	14	22	10	3	1	3	1	0	1	0	0	0	0	10	0	0	1	0	0	16	2	6	13	1	0	14	0	0	4	0	0	3	0	4	2
OTU295	4	3	7	8	4	7	1	10	12	14	116	3	6	5	8	12	2	2	4	0	1	2	4	2	0	6	1	1	2	0	1	4	6	1	7	8	0	6	1	0	2	0	1
OTU661	1	0	3	0	0	2	0	0	33	65	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2	4	0	1	0	0	1	6	1	2	0	0	2	1	1
OTU558	1	0	1	3	1	0	1	0	13	25	21	3	2	3	1	0	7	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	1	1	0	2	0	0	0	0	1	0
OTU309	2	0	4	4	4	20	8	5	139	155	90	30	5	126	0	37	8	1	1	0	0	15	0	0	12	0	0	15	46	69	14	5	0	17	4	10	18	0	0	3	13	2	18
OTU951	1	1	1	0	0	1	1	0	3	4	4	0	1	1	0	2	0	0	1	0	0	10	0	1	3	0	0	19	8	12	0	0	1	19	0	2	4	1	0	0	3	1	0
OTU549	2	0	1	4	0	0	0	3	6	15	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	6	1	0	0	0	1	0	0
OTU441	1	0	3	0	0	17	3	2	14	11	23	2	0	3	0	2	0	0	0	0	0	0	0	0	1	1	0	3	2	0	0	0	0	0	0	2	5	2	0	0	1	1	0
OTU1214	4	0	2	0	0	6	0	2	38	63	34	11	7	29	0	6	0	0	0	0	0	4	0	0	3	0	0	5	2	13	11	1	0	7	2	0	13	0	1	1	3	6	0
OTU594	1	0	1	0	0	0	0	3	24	25	27	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	2	1	0	0	0	3	4	0	2	7	0	0	1	0	0
OTU243	2	0	49	0	1	0	3	0	18	16	6	254	28	82	1	9	12	0	0	0	0	27	1	0	9	0	0	9	10	7	4	0	0	16	0	0	21	0	0	0	20	3	8
OTU508	2	0	13	1	2	5	2	6	33	37	35	0	2	1	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	2	0	1	3	2	0	0	0	1	1
OTU25	6	0	0	2	0	0	3	2	2623	1899	239	0	0	1	0	0	0	0	0	0	0	108	0	0	96	0	0	47	10	15	88	0	0	110	0	0	51	0	0	3	22	56	27
OTU645	2	0	0	0	0	0	0	0	10	9	5	0	0	0	0	0	0	0	0	0	1	3	1	1	5	0	0	11	1	3	4	1	2	18	1	3	9	3	0	1	2	9	2
OTU1293	1	5	0	0	1	0	0	0	1	2	0	0	3	1	0	0	0	0	0	0	0	13	3	0	12	0	0	11	0	5	24	0	1	444	0	1	33	0	0	0	19	3	1
OTU975	2	1	0	0	0	2	0	1	28	15	22	1	2	0	0	0	0	0	1	0	0	4	0	0	8	0	0	7	3	9	4	0	0	5	2	2	9	0	1	0	3	8	3
OTU758	1	0	0	4	1	5	0	38	3	1	2	0	3	0	1	0	1	0	0	0	0	14	0	0	3	1	0	4	6	1	0	0	0	1	0	0	7	0	0	2	3	2	5
OTU349	1	0	156	179	39	0	0	85	12	3	6	3	0	0	1	1	1	1	1	0	1	80	0	0	5	0	0	10	29	13	3	2	0	20	0	36	26	0	0	34	25	14	11
OTU1261	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	1	0	9	0	0	36	3	3	9	0	0	8	0	0	5	1	0	0	1	1	8
OTU118	2	2	3	5	5	0	4	1	0	5	2	2	1	5	48	9	5	6	46	25	3	51	27	7	53	3	4	9	191	44	83	1	20	33	16	37	60	13	1	1	30	27	10
OTU859	1	0	0	0	1	0	0	1	55	37	40	0	1	1	0	0	0	0	0	0	0	48	0	0	47	1	1	73	62	68	46	1	1	78	0	0	61	3	0	39	42	47	41
OTU457	1	1	9	4	8	19	0	10	135	155	175	5	10	10	1	0	1	1	1	1	0	17	0	0	2	0	0	1	0	29	2	1	2	3	6	5	5	5	0	0	0	0	1
OTU321	3	0	8	0	7	12	5	2	19	30	23	9	14	73	0	12	2	0	0	0	0	106	0	0	5	0	0	1	2	3	4	2	0	7	3	0	1	0	0	9	16	7	2
OTU929	4	0	4	5	9	15	2	2	75	110	128	5	1	17	1	6	4	0	2	1	3	5	1	0	0	0	0	0	1	42	0	1	0	1	8	22	0	0	0	2	1	0	1
OTU736	1	1	0	0	0	0	0	0	1	2	0	0	0	1	0	2	0	0	6	0	2	9	0	0	2	0	0	2	3	1	0	2	0	18	0	0	6	0	0	1	0	10	2
OTU536	1	0	0	0	0	0	0	0	7	12	10	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	2	0	0	1	0	0	2	1	0	3	0	0	0	4	0	2
OTU491	2	30	4	1	4	1	0	3	225	267	143	1	5	2	1	0	0	0	2	1	1	37	4	3	3	0	0	3	3	16	3	0	7	215	25	23	17	4	1	0	3	1	3
OTU238	2	0	11	2	1	0	3	7	38	31	39	1	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	7	109	1	3	0	0	30	2	0	23	0	0	5	19	0	23
OTU404	1	0	5	0	0	1	3	1	89	76	80	5	0	2	0	0	0	0	0	0	0	61	0	0	8	0	0	0	45	2	2	0	0	4	4	0	27	1	0	22	17	4	13
OTU939	1	0	39	6	12	144	90	27	45	40	48	53	0	28	0	161	46	0	2	0	0	0	0	0	1	0	0	1	0	5	12	0	0	5	0	0	3	0	0	3	3	2	3
OTU794	1	0	1	1	0	0	0	4	21	34	14	7	0	0	0	0	0	0	0	0	0	5	0	0	1	3	1	1	0	4	1	0	0	3	0	0	15	0	0	0	0	2	3
OTU854	1	1	45	26	49	510	168	94	194	183	291	271	11	225	0	201	110	2	0	0	1	0	0	0	1	9	0	1	18	42	2	16	1	21	51	28	14	30	0	76	10	0	3
OTU1207	1	0	0	0	0	1	3	0	6	16	11	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0
OTU232	1	2	2	4	0	4	0	1	79	106	87	3	0	2	2	2	2	1	1	4	2	2	1	0	1	1	1	3	11	3	0	0	1	2	3	2	7	0	0	0	1	2	1
OTU515	1	2	0	0	0	0	1	0	36	32	15	7	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	1	2	1	0	0	13	5	1	0	3	0	0	0	1	1
OTU849	2	0	1	1	0	0	0	1	10	11	13	0	2	2	2	1	1	0	0	3	2	42	0	3	24	1	1	25	20	10	3	3	1	8	0	4	42	5	1	2	20	4	7
OTU1149	1	5	3	6	9	2	1	1	10	8	9	14	1	7	0	0	0	0	5	0	0	24	1	0	21	1	0	49	0	62	20	2	0	19	9	3	20	5	1	0	5	13	12
OTU206	2	1	1	0	4	0	4	1	165	178	199	8	0	2	6	13	4	0	0	1	1	6	1	0	17	2	0	0	2	41	3	8	0	36	10	6	13	4	1	1	4	1	8
OTU1197	2	3	0	0	1	0	0	0	12	26	9	0	0	3	3	0	0	0	3	0	0	2	0	0	10	0	0	6	6	2	7	0	0	81	0	0	27	0	0	1	3	2	4
OTU149	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	59	0	0	21	1	1	29	133	65	42	1	0	57	0	0	25	0	1	0	12	9	19
OTU49	2	1	16	20	70	0	127	52	31	3	5	4	8	1	0	0	0	1	0	0	0	24	0	0	12	0	0	13	1458	5	30	0	1	19	0	17	93	1	0	211	260	104	170
OTU957	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	15	0	2	1	0	0	2	0	0	1	0	0	1	1	2	1
